ID,AUTHOR,CREATED_TIME,SPECIFIC_CONTENT_SHARE_COMMENTARY_TEXT,SPECIFIC_CONTENT_SHARE_MEDIA_CATEGORY,COMMENTARY
urn:li:ugcPost:7037505482143535104,urn:li:organization:3309638,2023-03-03,,,"Tomorrow, March 4th, is World Engineering Day! What energized @[Derek](urn:li:person:j4WNhf1DNE), @[Lindsey](urn:li:person:BKPKnwQQMr), and @[Lauren](urn:li:person:QQt0S3IG71) at @[Nexus Engineering Group, LLC](urn:li:organization:3309638) to become {hashtag|\#|engineers}? Learn about why our engineers are inspired by their profession at: http://bit.ly/3IQo1VT {hashtag|\#|Nexusengineering} {hashtag|\#|worldengineeringday}  {hashtag|\#|thankyouengineers}"
urn:li:ugcPost:7018691035560124416,urn:li:organization:3309638,2023-01-10,,,"@[Nexus Engineering Group, LLC](urn:li:organization:3309638) welcomes @[Alec Culbertson](urn:li:person:oUV0P_3GmE), @[Timothy Hartigan](urn:li:person:34EqnHdHEU), @[Cheryl Hoffman Peper](urn:li:person:EJp9tVbNLE), @[Dana Lashley, E.I.](urn:li:person:DrIRdcNT08), @[Drew Adams](urn:li:person:qrkCUkfaDt), and @[Vignesh Arivarasu](urn:li:person:PrHSPB6c-c)! Welcome aboard; we are so excited to have you on our team! {hashtag|\#|Nexusengineering} {hashtag|\#|newhires}  "
urn:li:ugcPost:7072690663124844544,urn:li:organization:3309638,2023-06-08,,,"@[Nicole DeGiulio](urn:li:person:4IZFE_Y9BS), Senior Engineer, shares what drew her to @[Nexus Engineering Group, LLC](urn:li:organization:3309638), including the skills and experiences she couldn’t get anywhere else. Read to see how Nicole has developed into the engineer she is today at: https://bit.ly/3NjVafS {hashtag|\#|Nexusengineeering} {hashtag|\#|dayinthelife}  "
urn:li:ugcPost:7077691584502272001,urn:li:organization:3309638,2023-06-22,,,"Tomorrow is International Women in Engineering Day, to celebrate @[Nexus Engineering Group, LLC](urn:li:organization:3309638) engineers, @[Lindsey Ho](urn:li:person:BKPKnwQQMr), Mallory Auxier, and @[Sarah W.](urn:li:person:Ja0p1ppxTJ), share their stories on how their passion for engineering sprouted! {hashtag|\#|Nexusengineering} {hashtag|\#|internationalwomeninengineeringday}  "
urn:li:ugcPost:7057060810476457984,urn:li:organization:3309638,2023-04-26,,,"A big {hashtag|\#|welcomewednesday} to our new hires Anaïs Klopping, @[Lindsey Ho](urn:li:person:BKPKnwQQMr), @[XIAOYAN ZHU](urn:li:person:5IHjFvw0Rz), @[Kyle Loney](urn:li:person:d0qmEN6Mpl), @[Ryan Slupik](urn:li:person:nHWChQGXMV), and @[Cameron Now](urn:li:person:AvjgeMDyQi)! We are so happy you have joined us! {hashtag|\#|Nexusengineering} {hashtag|\#|newhires} "
urn:li:ugcPost:7079793421137154048,urn:li:organization:3309638,2023-06-28,,,"Have you heard of @[Youth Opportunities Unlimited](urn:li:organization:78828)? This organization helps high school students gain real world experience in the industries they are interested in. @[Nexus Engineering Group, LLC](urn:li:organization:3309638) is hosting three high school interns this summer. Hear from Dakotah Lindsey, Vincent Bennett, & Anna Ha on what they are getting out of their summer with Nexus.{hashtag|\#|interns} {hashtag|\#|engineeringinterns} @[Hathaway Brown School](urn:li:organization:90811) @[Westlake High School](urn:li:organization:34216575) @[Parma City Schools](urn:li:organization:71247928)"
urn:li:ugcPost:7074486766275072000,urn:li:organization:3309638,2023-06-13,,,"@[Nexus Engineering Group, LLC](urn:li:organization:3309638)'s summer interns, @[Nitin Chockalingam](urn:li:person:5xt8HwFN0G), @[Myles Collins](urn:li:person:JElAcejsyA), and @[Colin Pinson](urn:li:person:Q6ntuROZDL) share what they are most hoping to learn while interacting with the highly experienced and friendly Nexus team! See how they are excited to learn from the experienced and friendly team in their respective departments. {hashtag|\#|Nexusengineering} {hashtag|\#|welcomeinterns}  "
urn:li:ugcPost:7091922673261236224,urn:li:organization:265920,2023-07-31,,,Love is in the air. 💍❤️💌 Congratulations are in order for some of our Falls & Co. teammates who have gotten engaged this past year. {hashtag|\#|LifeAtFalls} {hashtag|\#|ClevelandWeddings} {hashtag|\#|EngagementPost}
urn:li:ugcPost:7088141027940659200,urn:li:organization:265920,2023-07-21,,,"POV: You're working at the 2023 Kaulig Companies PGA TOUR Championship at Akron's Firestone Country Club with Stephen Curry. Between coordinating on-site segments and interviews to promoting the tournament's charitable mission through local media, the team was all hands on deck. Each year, the tournament honors someone who has made an impact on the game of golf as the Ambassador of Golf. This year’s ambassador was Steph Curry for his work with his organization - Underrated Golf which extends golf opportunities to young student-athletes and aims to bring equity and access to the game of golf. Talk about the ultimate {hashtag|\#|FBF}. 🏌️‍♀️⛳️🏌️‍♂️{hashtag|\#|LifeAtFalls} {hashtag|\#|KauligChampionship}@[Kaulig Companies Championship](urn:li:organization:82457946)"
urn:li:ugcPost:7087430680317423616,urn:li:organization:265920,2023-07-19,,,Getting ready for the Cleveland Rocks awards like… 🏆@[PRSA Greater Cleveland](urn:li:organization:18253330) 
urn:li:ugcPost:7078001737273356288,urn:li:organization:265920,2023-06-23,,,🥳 Part of the Falls & Co. team celebrating some of the best in the biz at American Advertising Federation Cleveland's 2023 Hall of Fame Awards! 🥂{hashtag|\#|ThisisCLE} {hashtag|\#|dtCLE} {hashtag|\#|LifeAtFalls} 
urn:li:ugcPost:7077314720768126976,urn:li:organization:265920,2023-06-21,,,"Congratulations to our client, @[The Skin Center](urn:li:organization:1244595), a Top 10 Botox Provider for their latest opening in Shaker Heights at The Van Aken District.  We had a blast planning their VIP Party in May and are looking forward to their second Northeast Ohio location opening in Westlake later this year! 💉🥂{hashtag|\#|TheSkinCenterMD} {hashtag|\#|ClevelandMedSpa} {hashtag|\#|VanAkenDistrict}"
urn:li:ugcPost:6976639651163869185,urn:li:organization:265920,2022-09-16,,,"No matter the challenge, consider it solved. {hashtag|\#|WeAreTheSolvers}"
urn:li:ugcPost:7047221582305325056,urn:li:organization:265920,2023-03-30,,,When you use one of your own as a voice-over for client work. 🎙️ Thanks Matt! 
urn:li:ugcPost:7012437998852087808,urn:li:organization:265920,2022-12-24,,,Happy Holidays from Falls & Co.! 🎄❤️🌟
urn:li:ugcPost:7070410425565122560,urn:li:organization:265920,2023-06-02,,,We’re back and celebrating the start of summer with our June anniversaries and birthdays! 🎊🥳🎉@[Jennifer Allanson](urn:li:person:ojUcUcd2CL) @[Justine De Jesus](urn:li:person:8EI-JC5iBD) @[Kevin Donahue](urn:li:person:PH_lNaD9Aq) @[Jen Gómez](urn:li:person:J4FB2uEUVb) @[Pete Jolicoeur](urn:li:person:R_3-Q-Que9) @[Jennifer May](urn:li:person:hwv-kPj1hq) @[Kristin P.](urn:li:person:wLADlGrwb4) @[Ella S.](urn:li:person:nOxjNgcddQ) @[Theresa Wallenhorst](urn:li:person:n9Fdz1D1CT) @[Casey Malue](urn:li:person:6jqlQVC9Ho) @[Todd Morgano](urn:li:person:WpBvgviTZZ) @[Eileen Petridis](urn:li:person:ESY9_Uc_4g) @[Hannah Wineland](urn:li:person:QGBEXwRWNi) @[Kerry Woloszynek](urn:li:person:gihreCFoVG)
urn:li:ugcPost:6994306815849115648,urn:li:organization:265920,2022-11-04,,,So many anniversaries and birthdays to celebrate this month 🎉
urn:li:ugcPost:6983070354164396032,urn:li:organization:265920,2022-10-04,,,Happy October! Celebrating this month's anniversary and birthdays 🎃🎈🎊@[Alissa Kiktavy](urn:li:person:vBQ5gm3649)@[Lawrence Napoli](urn:li:person:9M13G17qJG)@[Nicholas Love](urn:li:person:1YwF0tmTce)
urn:li:ugcPost:7023335788461379584,urn:li:organization:265920,2023-01-23,,,Starting the new year celebrating our 2023 anniversaries and birthdays! 🥳
urn:li:ugcPost:6976147855887458304,urn:li:organization:54114735,2022-09-15,,,"Contacting GenServe has never been easier. GenServe's mobile-friendly website lets you contact service, sales, or billing with just a few clicks.The new contact form helps you reach experts in the right department for faster response times.Visit GenServeInc.com today for all of your backup power needs. {hashtag|\#|PowerON}{hashtag|\#|genserve} {hashtag|\#|generatorservice} {hashtag|\#|generatorrepairs} {hashtag|\#|generatorsales} {hashtag|\#|ats} {hashtag|\#|atsservice} {hashtag|\#|preventativemaintenance} {hashtag|\#|oilchange} {hashtag|\#|majorservice} {hashtag|\#|minorservice} {hashtag|\#|loadtest} {hashtag|\#|loadbank} {hashtag|\#|mobilefriendly} {hashtag|\#|contactus}"
urn:li:ugcPost:6975475712874962946,urn:li:organization:54114735,2022-09-13,,,"GenServe is the trusted backup power solution source for high end luxury projects in NYC. We have access to all brands and models for faster lead times than the competition. From the moment you contact us, until the generator is installed, we know how to deliver!Contact our sales team today for your custom project needs. We keep your {hashtag|\#|PowerON}{hashtag|\#|genserve} {hashtag|\#|sales} {hashtag|\#|hudsonyards} {hashtag|\#|luxurycondo} {hashtag|\#|nyc} {hashtag|\#|generatorsales} {hashtag|\#|generatorinstall} {hashtag|\#|generatorservice} {hashtag|\#|newyork} {hashtag|\#|plainview} {hashtag|\#|crane}"
urn:li:ugcPost:6968167573133651968,urn:li:organization:54114735,2022-08-24,,,"At GenServe, we consider generator maintenance the most important thing we offer. Our technicians are trained to conduct a 105-point inspection of your system and perform maintenance in adherence with NFPA-110 guidelines. This enables us to make the best recommendations for your system and keep it in compliance with local code requirements.Schedule preventative maintenance today! Contact one of our service departments closest to you at: GenServeInc.comSee why many hospitals and businesses trust GenServe as their only backup power solutions company. Power ON! {hashtag|\#|genserve} {hashtag|\#|poweron} {hashtag|\#|preventativemaintenance} {hashtag|\#|majorservice} {hashtag|\#|annualservice} {hashtag|\#|oilchange} {hashtag|\#|hospital} {hashtag|\#|emergency} {hashtag|\#|backuppower} {hashtag|\#|dieselgenerator} {hashtag|\#|brooklyn} {hashtag|\#|brooklynhospital} {hashtag|\#|nfpa110} {hashtag|\#|compliance} {hashtag|\#|generatorservice} {hashtag|\#|generatormaintenance} {hashtag|\#|dieselgeneratorservice} {hashtag|\#|poweroutage} {hashtag|\#|backuppowersolutions}"
urn:li:share:7048625650261250048,urn:li:organization:10043,2023-04-03,"Hyland has been recognized by CRN in its annual Partner Program Guide! 🎉The recognition comes as Hyland has evolved its Channel Partner program vision and execution, providing better mechanisms for driving performance, improving relationships, awarding results and acknowledging partner expertise. 🤝",ARTICLE,
urn:li:ugcPost:7036726635240321025,urn:li:organization:10043,2023-03-01,"Meet Mark, a UK-based Senior Solution Consultant! From outdoor strolls and family life to delivering complex solutions in our EMEA region, here's a quick look at how Mark balances his workday. #HelloHylander",VIDEO,
urn:li:share:6878695854664941568,urn:li:organization:18124695,2021-12-20,"Besides freeing up employees from mundane work and boosting their morale, #HylandRPA provides accelerated ROI 💰, increased customer satisfaction 😊 and improved operational efficiency. 👍 Take a closer look at how automation solutions are adding significant value for customers. 👇 ",ARTICLE,
urn:li:share:6879420945304469504,urn:li:organization:10043,2021-12-22,"Love #EnterpriseTech but low on browsing time? ⌚Here are 5️⃣ interesting pieces from around the world, distilled and delivered for your busy schedule. 👇https://lnkd.in/eD9FSSGw",ARTICLE,
urn:li:share:6880165184967626752,urn:li:organization:10043,2021-12-24,"Wishing our employees, partners, customers, friends and family around the 🌎 a safe and happy holiday season! 💚",IMAGE,
urn:li:share:6881232600858415104,urn:li:organization:10043,2021-12-27,"Congratulations to Bill Priemer, Hyland CEO, for being recognized as the Nonprofit Board Executive of the Year in the 24th annual Pillar Awards for Community Service! 👏💚",ARTICLE,
urn:li:share:6881625219421757441,urn:li:organization:10043,2021-12-28,#DAM is growing rapidly and we’re pleased to announce that Hyland and Nuxeo are being recognized for our efforts in the space. 👏👏👏,ARTICLE,
urn:li:share:6881942051005456385,urn:li:organization:10043,2021-12-29,"This time of year, we reflect on the anecdotes and customer input 💬 we heard in 2021 and consider how we can translate it into benefits for all of Hyland’s customers going forward. ⏩ Take a look at some of this year's takeaways: https://lnkd.in/dWAwX4rP",ARTICLE,
urn:li:share:6882017751775358976,urn:li:organization:37930,2021-12-29,"The Hyland Nuxeo DAM truly does it all, from connecting the 🔵 dots 🔵 with business-specific AI 🤖 to controlling the workflow 🔁 and changing the rules. Learn more about our efforts in this space: https://lnkd.in/dPqnWjxu",ARTICLE,
urn:li:share:6882319698818547713,urn:li:organization:10043,2021-12-30,"In 2️⃣0️⃣2️⃣2️⃣, it’s on us to take what we’ve accomplished this past year and expand on it, so our teams can continue to work more efficiently ⚡ and collaborate more effectively 🤝 in the face of unpredictable and rapid change.",ARTICLE,
urn:li:share:6883059577751904256,urn:li:organization:10043,2022-01-01,Happy New Year to our Hyland family! ✨We're looking forward to a bright and successful 2️⃣0️⃣2️⃣2️⃣.,IMAGE,
urn:li:share:6884146685321199617,urn:li:organization:10043,2022-01-04,Coffee: in hand ☕Laptop: connected 💻Headset: on 🎧Let’s do this 2022! 👊 What are your goals for this year? Drop us a comment and let us know. 👇,NONE,
urn:li:share:6886306141865832450,urn:li:organization:10043,2022-01-10,"Mark Papermaster of AMD knows when to compete 🏆 and when to cooperate. 🤝 Hear what he’s learned about risk, transformation and “coopetition” from his 35 years leading technology and engineering teams at Cisco and Apple. Listen 🎧 at https://lnkd.in/dm727ABS",IMAGE,
